dit,noc,cbo,lcom,ca,npm,cam,ic,cbm,amc,avg_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
2,0,21,73,2,10,0.214285714,1,1,14.73333333,1.2667,False,True,0.5067318848622216,True,1.0,False,0.4306488688977939,AdaBoost
1,0,7,4,1,2,0.5,0,0,15.75,0.5,True,False,0.13489066119834886,False,0.2,False,0.0979395199202574,AdaBoost
3,0,31,99,5,10,0.212962963,1,1,24.89473684,1.5263,False,True,0.5649165529255896,True,0.6,False,0.480155488342395,AdaBoost
3,0,17,250,12,19,0.223602484,0,0,8.625,1.1667,False,True,0.6965376209089452,True,0.6,False,0.3940777158838247,AdaBoost
2,2,9,116,3,12,0.17857142899999998,1,1,7.142857143,1.1905,True,False,0.2127523215292381,False,0.3,False,0.3096358815868404,AdaBoost
4,0,3,1,0,1,0.666666667,1,1,5.0,0.5,False,False,0.15682436137520162,False,0.0,False,0.2363810963289233,AdaBoost
4,0,3,0,0,1,1.0,0,0,5.0,0.0,False,False,0.16090923134668308,False,0.2,False,0.24967269369204154,AdaBoost
3,0,4,1,0,1,0.75,1,1,3.5,0.5,True,False,0.4495515070754836,True,0.7,True,0.7850650368613379,AdaBoost
1,0,22,1,21,2,0.7,0,0,0.0,1.0,False,False,0.15860778032293665,True,0.8,True,0.5647364618870061,Voting
5,0,3,0,2,2,0.666666667,0,0,9.0,0.5,False,False,0.24646361806446485,False,0.0,False,0.1519793035855129,AdaBoost
1,0,8,2,1,2,0.7777777779999999,0,0,31.25,1.5,True,False,0.1389393575122623,False,0.1,False,0.2068156406480312,AdaBoost
1,0,8,64,0,6,0.333333333,0,0,23.53846154,1.3077,False,False,0.1863361398334917,False,0.1,False,0.15378629882833958,AdaBoost
3,0,12,0,2,1,0.291666667,1,1,13.71428571,0.7143,False,False,0.16288688185599287,False,0.2,False,0.2393035573661091,AdaBoost
2,0,3,3,2,3,0.666666667,1,2,3.0,0.3333,False,False,0.058858746790975684,False,0.1,False,0.3753745765367027,AdaBoost
1,0,2,1,1,1,0.75,0,0,2.5,0.5,False,False,0.10599339060505863,False,0.1,False,0.08505888833590647,AdaBoost
2,2,29,2017,13,53,0.096801347,0,0,17.88059701,1.194,True,True,0.952491196300925,True,0.8,False,0.4577457527577905,AdaBoost
1,0,22,47,2,9,0.35897435899999997,0,0,35.64285714,3.2143,True,False,0.4510870083904599,False,0.4,False,0.4660820951994225,AdaBoost
3,0,9,11,1,9,0.257575758,1,2,10.81818182,0.7273,False,False,0.12948093142792644,False,0.3,False,0.4175457701510859,AdaBoost
4,0,7,10,1,5,0.46666666700000003,2,3,7.2,0.6,False,False,0.0894201230314066,False,0.0,False,0.09373723215974007,AdaBoost
3,0,3,3,0,2,0.666666667,0,0,9.0,0.3333,False,False,0.17989351617670216,False,0.1,False,0.35410357451063296,AdaBoost
5,0,16,0,1,2,0.25,3,6,56.0,0.8462,False,False,0.035716684252973065,False,0.3,False,0.1432527955001403,AdaBoost
2,0,7,24,0,9,0.4074074070000001,0,0,7.444444444,0.8889,False,False,0.20642726435066308,False,0.1,False,0.20335006222352164,AdaBoost
1,0,34,0,31,1,1.0,0,0,0.0,1.0,True,False,0.16111774141299104,False,0.3,False,0.1619776956262089,AdaBoost
2,0,2,4,1,4,0.75,1,2,4.75,0.5,False,False,0.05936043888414494,False,0.1,False,0.17028451465788194,AdaBoost
1,0,11,143,4,19,0.169590643,0,0,5.684210526,1.0526,True,False,0.2494937344691256,False,0.4,False,0.2994065367989821,AdaBoost
3,0,6,347,1,29,0.166666667,1,5,10.26666667,0.9333,False,False,0.05690274289453856,False,0.3,False,0.09806894703233293,AdaBoost
1,0,4,1,2,2,0.833333333,0,0,0.0,1.0,False,False,0.4457714365166405,False,0.4,True,0.6192504380372363,AdaBoost
1,0,5,1,4,2,0.75,0,0,0.0,1.0,False,False,0.4561643055704325,False,0.0,False,0.17180049077579654,AdaBoost
3,0,5,0,1,3,0.5,1,1,4.0,0.75,False,False,0.4851100280253186,True,0.7,False,0.4907525020443628,AdaBoost
1,0,2,0,2,4,0.75,0,0,21.25,1.5,False,False,0.1556046036539512,False,0.0,False,0.16916301848669474,AdaBoost
3,0,1,0,0,1,1.0,0,0,3.0,0.0,False,False,0.13004618775287535,False,0.2,False,0.4592801841424136,AdaBoost
1,14,28,809,16,33,0.118466899,0,0,10.61904762,1.5714,True,True,0.9809259520071152,True,0.7,False,0.4344387924392941,AdaBoost
1,0,2,10,1,5,0.8,0,0,1.6,0.8,False,False,0.11842912755494013,False,0.0,False,0.15309322364321915,AdaBoost
1,0,12,9,0,7,0.35714285700000004,0,0,9.857142857000001,0.8571,False,False,0.16348633994172165,False,0.0,False,0.12660062035543365,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.15135387603025266,False,0.0,False,0.07164584745508107,AdaBoost
5,0,4,0,1,3,0.5555555560000001,0,0,9.0,0.6667,False,True,0.5933223105560669,True,0.9,True,0.6384869888491259,AdaBoost
1,0,3,6,3,3,0.3,0,0,32.25,3.25,True,False,0.4515131822475968,False,0.2,False,0.3733461662523893,AdaBoost
3,0,1,0,0,1,1.0,0,0,4.0,0.0,True,False,0.13055625057750142,False,0.4,True,0.5532586486170502,AdaBoost
0,2,5,6,2,1,0.4,0,0,22.25,1.5,False,False,0.17556586240593688,False,0.0,False,0.06933658309691074,AdaBoost
4,2,14,334,2,24,0.187739464,0,0,7.586206897,1.4138,False,False,0.499807014248685,False,0.3,False,0.4251742488835402,AdaBoost
3,0,4,1,0,1,0.75,1,1,3.5,0.5,True,False,0.4495515070754836,True,0.7,True,0.7850650368613379,AdaBoost
4,0,2,0,1,1,1.0,0,0,4.0,0.0,False,False,0.4969338468813363,True,0.8,True,0.642807934124015,Voting
1,0,41,626,18,36,0.11666666699999999,0,0,6.944444444,0.9722,False,True,0.5685002265127883,False,0.5,True,0.583814158838973,RandomForest
5,0,2,3,1,3,0.7777777779999999,0,0,4.333333333,0.0,False,False,0.22318638014719627,False,0.2,False,0.3674944237095349,AdaBoost
1,0,1,0,1,1,1.0,0,0,0.0,1.0,False,False,0.09737286822610652,False,0.0,False,0.060353127822089625,AdaBoost
3,0,18,191,4,18,0.20202020199999998,1,5,12.26086957,0.9129999999999999,True,False,0.038877258420476894,False,0.0,False,0.03749875872334164,AdaBoost
1,0,10,26,2,2,0.452380952,0,0,23.125,2.25,True,False,0.23281306618669675,False,0.2,False,0.3942725432075304,AdaBoost
2,0,9,23,3,3,0.242857143,1,5,17.1,1.5,False,False,0.022983741768368742,False,0.3,False,0.4693255749484526,AdaBoost
2,0,7,6,2,5,0.333333333,0,0,5.6,0.8,False,False,0.19944876727514785,False,0.0,False,0.3097655193605018,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.057714214473915275,False,0.0,False,0.1345704745846654,AdaBoost
3,4,14,6,14,4,0.666666667,0,0,4.0,0.0,False,False,0.33192160762921463,False,0.4,False,0.4051704436180486,AdaBoost
0,0,4,1,0,2,1.0,0,0,8.0,0.5,False,False,0.06302975070722737,False,0.0,False,0.12658745206493785,AdaBoost
4,0,4,3,0,2,0.444444444,1,1,7.0,0.6667,False,False,0.18467667352840755,False,0.0,False,0.3220791261905056,AdaBoost
1,0,1,0,0,1,1.0,0,0,0.0,1.0,False,False,0.09569256678924698,False,0.0,False,0.06533028437892921,AdaBoost
2,0,1,0,0,4,0.583333333,0,0,4.25,0.5,False,False,0.16480805936557494,False,0.1,False,0.26291560521449536,AdaBoost
0,2,9,10,2,1,0.5,0,0,28.0,1.8,False,True,0.5083912400436051,False,0.1,False,0.11040131238184936,AdaBoost
1,0,6,0,1,2,0.6,0,0,9.5,0.5,True,False,0.122940059820593,False,0.5,False,0.3977819232805854,AdaBoost
1,0,27,148,11,14,0.21052631600000002,0,0,35.2,1.95,False,True,0.6362846339050777,True,0.7,False,0.4300192591848833,AdaBoost
1,0,15,1263,11,50,0.104444444,0,0,13.23529412,1.0,True,True,0.5981331682591033,True,0.6,True,0.5092007216941369,AdaBoost
1,0,6,4,1,4,0.5,0,0,4.5,0.75,False,False,0.1413053592047932,False,0.0,False,0.13002954007061812,AdaBoost
5,2,6,1,4,2,0.875,0,0,5.5,0.0,False,False,0.4014351187699876,False,0.2,False,0.257146996005854,AdaBoost
4,0,9,22,2,8,0.3,2,3,6.25,0.625,False,False,0.10792757894672804,False,0.0,False,0.043053916060131286,AdaBoost
1,0,0,3,0,3,0.833333333,0,0,3.0,0.6667,False,False,0.1079632041906314,False,0.0,False,0.2101833253853188,AdaBoost
1,0,5,1,1,2,0.625,0,0,6.5,0.5,False,False,0.4529575631453875,False,0.4,False,0.2579448193665547,AdaBoost
1,0,14,0,14,1,1.0,0,0,0.0,1.0,False,False,0.4424347594597644,True,1.0,True,0.7882659250401467,Voting
3,0,6,62,1,11,0.35416666700000005,1,3,7.166666667,0.9167,False,False,0.08663480833228704,False,0.0,False,0.09494208699190572,AdaBoost
1,0,30,136,21,15,0.344537815,0,0,16.0,1.4706,True,True,0.7010273991489817,True,0.8,True,0.7532170975211293,AdaBoost
3,0,3,8,1,4,0.533333333,1,2,8.8,0.8,False,False,0.4364101827080025,False,0.4,False,0.4101448215839105,AdaBoost
3,0,24,18,1,4,0.35,0,0,47.44444444,1.7778,False,False,0.2476723469854705,False,0.0,False,0.35258347805454904,AdaBoost
3,0,6,13,1,4,0.444444444,1,1,7.833333333,0.8333,False,False,0.16279346139716624,False,0.3,False,0.29992193128473177,AdaBoost
2,0,6,30,1,8,0.518518519,1,4,5.333333333,0.7778,True,False,0.027909193557207473,False,0.0,False,0.13727742133517853,AdaBoost
5,0,3,2,2,4,0.666666667,0,0,10.25,0.5,False,True,0.5848634800428713,False,0.2,False,0.4041334753261773,AdaBoost
2,6,11,7,6,5,0.375,0,0,6.833333333,1.0,True,True,0.5428049906724305,False,0.3,False,0.3472012186384665,Voting
2,1,8,27,2,12,0.323076923,1,5,11.92857143,1.2143,True,False,0.02823985434082682,False,0.1,False,0.39364200326996895,AdaBoost
4,0,5,23,1,8,0.35,1,2,10.9,1.2,False,True,0.503430308310543,False,0.4,False,0.4690497812659952,AdaBoost
1,0,13,347,1,27,0.11428571400000001,0,0,11.5,1.0333,False,True,0.734296850350305,False,0.5,False,0.4822263260611035,AdaBoost
3,0,6,51,3,14,0.3,1,3,8.0,0.8571,False,False,0.09971530320838716,False,0.1,False,0.20184675653826825,AdaBoost
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False,False,0.0996695914532561,False,0.0,False,0.05084309150062938,AdaBoost
1,0,4,0,1,1,1.0,0,0,0.0,1.0,False,False,0.10162108820192672,False,0.1,False,0.05836413265661922,AdaBoost
1,2,6,6,2,1,0.45,0,0,23.0,1.5,False,False,0.28231778143020225,False,0.0,False,0.2728383157224625,AdaBoost
1,0,11,23,1,11,0.192857143,0,0,26.57142857,1.0,True,False,0.2435737052528931,False,0.1,False,0.21282196571592807,AdaBoost
1,0,8,8,3,5,0.7,0,0,6.6,0.8,False,False,0.14292916909036346,False,0.5,False,0.22419605354995914,AdaBoost
2,0,14,0,8,6,0.3,1,1,7.375,1.0,False,False,0.2097905440811128,False,0.2,False,0.4052834016651513,AdaBoost
2,0,13,125,3,17,0.17901234600000002,1,1,8.166666667000001,1.1111,False,False,0.28702138741599825,False,0.5,False,0.4351019112983504,AdaBoost
2,1,2,9,1,7,0.642857143,0,0,4.428571429,1.1429,False,False,0.2271668335060572,False,0.0,False,0.1564231813987727,AdaBoost
1,1,14,34,3,3,0.261363636,0,0,16.41666667,1.0,False,False,0.2211982871806248,False,0.2,False,0.40657185718792455,AdaBoost
1,3,32,1214,6,45,0.10784313699999999,0,0,13.51923077,1.0962,False,True,0.9205192195380492,True,0.8,True,0.5852504469222602,AdaBoost
2,0,1,0,0,1,1.0,0,0,3.0,0.0,False,False,0.08435918454224499,False,0.0,False,0.0630938147623748,AdaBoost
1,0,4,9,0,5,0.4166666670000001,0,0,5.666666667,1.0,False,False,0.19861136269295,False,0.0,False,0.019345619503934028,AdaBoost
3,0,6,4,0,3,0.4,1,3,13.75,0.5,False,False,0.0864823506796039,False,0.1,False,0.09550593276247306,AdaBoost
1,0,3,8,0,3,0.25,0,0,10.0,0.8,False,False,0.20167573746972464,False,0.0,False,0.1031223596945636,AdaBoost
1,0,2,1,2,2,1.0,0,0,0.0,1.0,False,False,0.44499189538185147,True,1.0,True,0.8250252690229244,Voting
1,0,4,0,1,13,0.326923077,0,0,4.307692308,0.9231,False,False,0.2555588926787622,False,0.2,False,0.3242503947468601,AdaBoost
3,0,15,93,1,8,0.261904762,2,3,13.8,0.8667,False,False,0.1139517269156758,False,0.0,False,0.2631566820477739,AdaBoost
3,0,10,4,2,4,0.583333333,0,0,25.25,2.25,True,False,0.3353004640476321,True,0.6,False,0.3314726268979638,RandomForest
5,0,2,0,1,2,0.75,0,0,8.5,0.5,True,False,0.18148221637889805,False,0.0,False,0.0814565818401312,AdaBoost
2,1,7,0,1,7,0.38888888899999996,1,1,6.222222222,0.7778,True,True,0.5279284485507464,False,0.3,True,0.534617010309174,AdaBoost
3,0,4,10,1,4,0.44,0,0,5.8,0.6,False,False,0.21048612397553915,False,0.2,False,0.31418204532372346,AdaBoost
2,14,118,13617,67,157,0.056277056,0,0,11.45783133,1.1506,True,True,0.5531950129271191,False,0.5,True,0.6130043356556399,AdaBoost
4,0,8,4,1,2,0.4,2,4,11.4,0.6,True,False,0.08456485745709152,False,0.2,False,0.32016157651996385,AdaBoost
2,0,11,22,4,8,0.3,1,20,5.875,0.875,False,False,0.0004870471206530345,False,0.0,False,0.25649472760481196,AdaBoost
2,0,7,2,2,3,0.44,1,2,10.6,0.8,False,False,0.1145163179086288,False,0.2,False,0.37841792970096,AdaBoost
2,0,7,0,3,15,0.26388888899999996,1,1,16.22222222,0.7778,False,True,0.5892480237771652,False,0.3,False,0.4704998028016871,AdaBoost
3,0,9,0,5,4,0.4375,0,0,9.0,0.75,True,False,0.22408898587371984,True,0.6,False,0.4729184555273509,RandomForest
1,0,3,0,2,8,0.375,1,1,14.375,2.0,False,False,0.2876706930216302,True,0.7,False,0.4514569465385016,AdaBoost
4,0,6,0,2,3,0.46666666700000003,1,2,14.66666667,0.6667,False,False,0.14055831769039676,False,0.4,True,0.529066326440238,AdaBoost
1,0,3,30,1,8,0.355555556,0,0,7.666666667,0.7778,True,False,0.21528665017028334,False,0.0,False,0.2133147203139805,AdaBoost
5,0,11,125,2,15,0.287037037,1,1,7.6111111110000005,0.7778,False,False,0.2519151533708689,False,0.3,False,0.22393067316356025,AdaBoost
0,0,14,29,0,11,0.340909091,0,0,8.090909091,0.9091,False,False,0.1821025076910985,False,0.1,False,0.1303715731639174,AdaBoost
1,0,3,0,2,1,1.0,0,0,0.0,1.0,False,False,0.10635738394461526,False,0.0,False,0.14038154870412986,AdaBoost
1,0,8,43,4,11,0.4,0,0,13.18181818,1.2727,False,False,0.2682991800629617,False,0.3,False,0.3599101779407653,AdaBoost
1,0,2,3,0,1,0.333333333,0,0,75.0,0.6667,False,False,0.1336144247607128,False,0.0,False,0.2424445995308262,AdaBoost
1,0,5,12,3,7,0.4375,0,0,9.777777777999999,1.2222,False,False,0.2332712296523761,False,0.4,False,0.35720585166519825,AdaBoost
1,0,7,21,1,7,0.46428571399999996,0,0,10.14285714,1.0,False,False,0.20098278210184486,False,0.2,False,0.3567446194699521,AdaBoost
2,0,3,2,3,5,0.4,0,0,5.6,0.8,False,False,0.22589917954628186,True,0.6,False,0.2982205040421121,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.10687746535235013,False,0.0,False,0.05717433373954733,AdaBoost
4,0,11,0,1,4,0.36,1,1,59.0,0.8,False,False,0.16953522263082002,False,0.1,False,0.0921705751453614,AdaBoost
3,0,9,6,1,4,0.541666667,0,0,9.75,0.25,True,False,0.17088869283835334,False,0.4,False,0.3679988342627343,AdaBoost
3,0,8,0,1,4,0.5,0,0,10.8,0.4,True,False,0.1866428100593604,True,0.6,False,0.4092904843204953,RandomForest
1,0,30,1,28,2,1.0,0,0,0.0,1.0,False,False,0.16384641298169564,False,0.3,False,0.479588480939139,AdaBoost
2,6,13,22,6,3,0.333333333,0,0,10.0,0.625,False,True,0.5438682115426138,False,0.5,False,0.4523531247816205,AdaBoost
1,0,4,0,3,1,1.0,0,0,0.0,1.0,False,False,0.10716905029053826,False,0.0,False,0.022690724608003327,AdaBoost
1,0,29,0,2,11,0.25,0,0,31.5,2.0,True,True,0.7087662325087027,False,0.2,False,0.4004938026806603,Voting
1,0,4,1,4,2,1.0,0,0,0.0,1.0,False,False,0.113334248095253,False,0.2,False,0.17401539874348068,AdaBoost
2,0,10,126,3,14,0.193236715,1,1,23.16666667,1.375,True,True,0.6207141748858213,True,0.6,False,0.4828603383981003,AdaBoost
2,0,2,1,1,2,0.75,0,0,4.0,0.0,False,False,0.11840414102010426,False,0.1,False,0.4125683433119508,AdaBoost
1,0,12,10,9,5,0.3666666670000001,0,0,0.0,1.0,False,False,0.212096128536414,False,0.5,False,0.3379019933261118,AdaBoost
5,0,6,2,4,4,0.5625,0,0,8.5,0.5,False,False,0.21107099487497447,False,0.4875,False,0.4901331275494656,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.08409037141701624,False,0.0,False,0.04660888378167246,AdaBoost
2,0,17,4,16,2,0.444444444,1,1,22.0,0.5,False,False,0.18760990615627152,False,0.3,False,0.3548969859372583,AdaBoost
2,0,10,14,2,4,0.291666667,0,0,13.625,0.75,False,False,0.21694365073487326,False,0.5,False,0.3104294697255217,AdaBoost
2,0,21,590,5,36,0.160493827,1,2,5.833333333,1.0,False,True,0.8415890333062226,False,0.3,False,0.4157800407043458,AdaBoost
1,0,8,1,6,2,0.666666667,0,0,0.0,1.0,False,False,0.4858710398308787,False,0.1,False,0.24114142199530414,AdaBoost
3,0,2,0,1,1,1.0,0,0,4.0,0.0,True,False,0.4325728641580644,True,0.8,True,0.8407209369585268,AdaBoost
1,0,14,108,4,4,0.1875,0,0,33.875,1.4375,False,False,0.2313024820702284,False,0.3,False,0.4341414560657442,AdaBoost
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False,False,0.10889027970151337,False,0.0,False,0.03762127845252136,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.16074860492389814,False,0.0,False,0.05178566109701781,AdaBoost
3,0,4,1,0,1,0.666666667,1,1,4.5,0.5,False,False,0.12666059773628074,False,0.2,False,0.1523750760270988,AdaBoost
3,0,6,21,1,4,0.30952381,0,0,8.0,0.7143,True,False,0.2289336601995352,False,0.2,False,0.22456101943360576,AdaBoost
1,0,26,7,1,5,0.4,0,0,60.83333333,4.5,False,True,0.918159781856172,False,0.0,False,0.3355891892875143,AdaBoost
1,0,12,30,1,1,0.4166666670000001,1,4,19.55555556,1.7778,False,False,0.06637887505673583,False,0.0,False,0.2727070619991459,AdaBoost
1,0,7,0,5,1,1.0,0,0,0.0,1.0,False,False,0.10691052252069204,False,0.0,False,0.04156102558420293,AdaBoost
3,0,9,129,2,13,0.22368421100000002,1,1,9.315789473999999,1.3158,False,False,0.28171028270790605,False,0.1,False,0.35633473900649915,AdaBoost
1,0,51,6,47,4,0.5,0,0,0.0,1.0,False,True,0.8539550827351268,True,0.6,False,0.4749789459796672,AdaBoost
3,0,5,51,2,11,0.484848485,1,3,5.6363636360000005,0.7273,False,False,0.4546665530378409,False,0.2,False,0.2515552943093445,AdaBoost
1,6,8,6,6,3,0.5625,0,0,8.25,1.0,False,True,0.5319875231574668,True,0.6,True,0.5227346398178098,AdaBoost
1,0,6,9,1,6,0.375,0,0,3.0,0.8333,False,False,0.19227889853207056,False,0.0,False,0.10958014741899053,AdaBoost
2,0,6,6,5,3,0.4166666670000001,1,1,13.0,0.6,False,False,0.16864185550969046,False,0.0,False,0.27866770696783344,AdaBoost
1,0,17,3,3,2,0.666666667,0,0,158.66666669999995,2.0,False,False,0.4805968829030017,True,0.6,False,0.2945527469876129,AdaBoost
6,0,4,3,1,3,1.0,1,1,6.666666667,0.6667,False,False,0.16025114512620356,False,0.0,False,0.11932229803970977,AdaBoost
3,0,4,30,1,9,0.5555555560000001,2,5,4.444444444,0.7778,False,False,0.07270932258644605,False,0.3,False,0.33326760698182395,AdaBoost
1,0,8,0,7,1,1.0,0,0,0.0,1.0,False,False,0.11074250247778276,False,0.0,False,0.055408400218473576,AdaBoost
1,0,0,1,0,2,1.0,0,0,0.0,1.0,False,False,0.11012188337641886,False,0.0,False,0.08786108237478314,AdaBoost
1,0,4,1,0,2,0.666666667,0,0,4.0,0.5,False,False,0.4556926645662398,False,0.1,False,0.1279776046823138,AdaBoost
1,0,3,0,2,4,0.625,0,0,4.25,0.75,False,False,0.15537399487895254,False,0.2,False,0.11967043329371928,AdaBoost
4,0,14,106,7,14,0.24107142899999998,1,4,7.5625,1.25,False,False,0.1578001346652467,False,0.2,False,0.2456742980444039,AdaBoost
2,0,19,217,4,23,0.24154589399999998,1,2,9.608695652,1.0,False,False,0.2438005751173677,False,0.4,False,0.4256411927623388,AdaBoost
1,0,2,3,0,3,0.833333333,0,0,3.333333333,0.6667,False,False,0.11401682208811853,False,0.1,False,0.08235240236263353,AdaBoost
2,0,22,97,5,13,0.192592593,0,0,7.1333333329999995,0.9333,False,True,0.6302922841256196,False,0.2,False,0.16448937638637026,AdaBoost
1,0,9,0,9,1,1.0,0,0,0.0,1.0,False,False,0.4480622419688935,False,0.4,False,0.4884429024980593,AdaBoost
1,0,8,105,7,14,0.2,0,0,13.26666667,2.4667,True,True,0.8312417104614575,True,0.7,True,0.5354156647934957,AdaBoost
1,0,56,0,56,1,1.0,0,0,0.0,1.0,True,False,0.4886851087736084,False,0.4,True,0.6489579125742412,AdaBoost
3,1,15,193,4,16,0.295454545,1,3,13.18181818,1.3636,False,True,0.5070622392478339,False,0.3,False,0.394394507991478,AdaBoost
1,0,4,3,0,3,0.833333333,0,0,5.0,0.6667,False,False,0.1103802186591098,False,0.0,False,0.03204157549130759,AdaBoost
3,0,7,4,1,4,0.533333333,0,0,10.2,0.8,False,False,0.20336556617606336,False,0.3,False,0.3867726460563006,AdaBoost
1,0,4,55,1,10,0.181818182,0,0,6.818181817999999,0.9091,True,False,0.2450361527406508,False,0.1,False,0.1484830465348326,AdaBoost
3,0,16,19,4,7,0.37142857100000004,0,0,14.0,1.4286,True,True,0.6256863573285535,True,0.8,False,0.4808332352116463,AdaBoost
2,0,9,91,4,11,0.33928571399999996,1,3,4.071428571,0.8571,False,False,0.11611697604006588,False,0.1,False,0.2126959531664767,AdaBoost
5,0,5,1,1,3,0.666666667,0,0,11.33333333,0.3333,True,True,0.5139236466136229,False,0.4875,True,0.5149438787698386,AdaBoost
3,0,7,59,1,12,0.33846153799999995,1,2,8.0,1.0,False,True,0.5140444914186837,False,0.2,False,0.3077300204159332,AdaBoost
1,0,1,6,0,4,0.875,0,0,8.0,1.0,False,False,0.13066785238614495,False,0.0,False,0.07537803074526225,AdaBoost
1,9,9,1,9,3,0.666666667,0,0,3.333333333,0.6667,False,True,0.8953148158642774,False,0.3,False,0.4774071674711026,AdaBoost
3,0,8,19,2,5,0.46428571399999996,1,1,7.285714286,0.8571,False,False,0.1825747013257999,False,0.1,False,0.2461984943502252,AdaBoost
1,0,8,13,1,6,0.433333333,0,0,7.833333333,1.0,False,True,0.5297524095777886,False,0.1,False,0.3026849936915279,AdaBoost
1,0,3,0,3,1,1.0,0,0,0.0,1.0,False,False,0.12246342116255625,False,0.0,False,0.09874805211323688,AdaBoost
1,0,3,9,1,7,0.5,0,0,7.285714286,0.8571,False,True,0.5068482336522669,False,0.1,False,0.3198166873952388,AdaBoost
1,0,15,4,1,3,0.5,0,0,28.4,0.6,False,False,0.4509644560962143,False,0.2,False,0.30488205890429365,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.12022189546000756,False,0.0,False,0.03523919569523151,AdaBoost
1,0,13,3,11,3,0.833333333,0,0,0.0,1.0,False,False,0.14627956731627687,False,0.5,False,0.42559784993548055,AdaBoost
1,0,12,1,11,2,0.75,0,0,0.0,1.0,False,False,0.15146261940551262,False,0.3,False,0.3781314929832288,AdaBoost
0,0,8,48,0,12,0.38888888899999996,0,0,9.166666667000001,1.25,False,False,0.19112614127222816,False,0.1,False,0.15291351952769286,AdaBoost
1,0,5,21,0,6,0.857142857,0,0,5.285714286,0.8571,False,False,0.13137887532456252,False,0.0,False,0.11015195471329488,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.07858850668662662,False,0.0,False,0.05760577351814877,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.12781339470177738,False,0.0,False,0.0697962629393141,AdaBoost
4,0,2,0,1,2,0.75,0,0,8.5,0.5,False,False,0.3440836285338879,False,0.36666666666666653,False,0.4030159996163028,AdaBoost
3,0,8,27,2,7,0.283333333,1,4,7.6363636360000005,1.0909,False,False,0.4430121242548019,False,0.4,False,0.4796921629456818,AdaBoost
4,0,6,0,1,4,0.4,1,2,12.83333333,0.8333,True,False,0.15063536995950372,False,0.4,False,0.2824317029318436,AdaBoost
3,0,12,7,2,4,0.44,0,0,13.5,0.5,False,False,0.1771009292263588,False,0.3,False,0.3717948051040783,AdaBoost
0,0,1,3,1,2,0.7777777779999999,0,0,34.33333333,3.6667,False,False,0.3308726376348212,False,0.2,False,0.4261127850919227,AdaBoost
1,0,3,1,1,1,0.5,0,0,18.66666667,1.0,False,False,0.1610149230304051,False,0.4,False,0.47653837873687394,AdaBoost
4,0,7,3,4,3,0.666666667,1,2,3.0,0.6667,True,False,0.13041332316139972,False,0.1,False,0.3796424231347818,AdaBoost
2,1,6,0,5,13,0.384615385,0,0,14.30769231,0.6923,False,True,0.5844560052833672,False,0.5,True,0.5826574036054899,RandomForest
3,3,11,62,3,13,0.346153846,1,3,6.076923077000001,1.1538,False,False,0.1816353263890264,True,0.7,False,0.3993048461972567,AdaBoost
1,0,5,0,1,3,1.0,0,0,6.666666667,0.6667,False,False,0.438025569999144,False,0.5,False,0.3734234586438662,AdaBoost
1,0,172,595,162,35,0.147619048,0,0,0.0,1.0,True,True,0.9806735884475336,True,0.9,True,0.7686269662549452,AdaBoost
4,1,23,205,10,23,0.152173913,1,1,6.7826086960000005,1.087,False,False,0.3638413622519969,False,0.5,False,0.4143883658484573,AdaBoost
3,0,28,296,9,13,0.167582418,1,1,23.13793103,2.1379,True,False,0.3510285276454832,False,0.5,True,0.5167951122803667,AdaBoost
5,1,5,0,3,3,0.583333333,0,0,9.333333332999999,0.3333,True,True,0.5453832119333737,False,0.3,True,0.5553561630047944,AdaBoost
0,1,9,0,3,3,0.5,0,0,13.4,0.8,False,False,0.13490864952432682,False,0.0,False,0.3992984323547056,AdaBoost
1,0,2,9,2,7,0.47619047600000003,0,0,5.428571429,0.7143,False,False,0.17039444182604396,False,0.0,False,0.3141903441466877,AdaBoost
1,0,2,0,2,1,1.0,0,0,0.0,1.0,False,False,0.1216801176778327,False,0.0,False,0.1440701418243688,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.12022189546000756,False,0.0,False,0.03523919569523151,AdaBoost
5,0,5,0,4,3,0.666666667,0,0,13.33333333,0.3333,True,True,0.5315988052708377,True,0.7,True,0.6313802313509397,AdaBoost
5,0,4,0,1,3,0.5,0,0,10.66666667,0.6667,False,False,0.2215202161335127,True,0.9,True,0.5589217022566156,Voting
