dit,noc,cbo,lcom,ca,npm,cam,ic,cbm,amc,avg_cc,bug
1,0,11,11,9,6,0.5,0,0,21.85714286,0.5714,True
1,2,13,14,7,7,0.296296296,0,0,57.61538462,3.4615,True
1,0,6,516,5,41,0.29756097600000003,0,0,10.95121951,0.9268,False
3,0,7,137,3,21,0.402173913,2,6,8.782608696,0.9565,False
6,0,12,0,1,2,0.4,1,1,25.25,1.0,False
4,0,12,0,1,3,0.36,1,1,50.8,0.8,False
1,0,67,3,66,3,0.5555555560000001,0,0,0.0,1.0,False
3,0,4,3,1,2,0.5,1,2,8.333333332999999,0.3333,True
3,0,8,81,1,14,0.27777777800000003,2,7,11.05555556,1.2222,False
5,0,4,0,2,2,0.666666667,0,0,10.0,0.5,False
2,0,8,0,1,5,0.404761905,1,2,22.25,1.625,False
1,1,10,41,8,10,0.327272727,0,0,7.0,0.8182,False
3,0,13,8,1,2,0.472222222,0,0,12.0,0.4,False
3,0,6,4,0,3,0.4,1,3,14.75,0.5,False
1,0,6,3,2,2,0.5,0,0,7.0,0.6667,False
1,0,1,1,1,2,1.0,0,0,0.0,1.0,False
5,0,4,0,1,2,0.666666667,0,0,9.5,0.5,False
1,0,0,6,0,3,0.5,0,0,3.75,0.75,False
1,0,7,179,2,14,0.18939393899999998,0,0,4.9130434780000005,0.9129999999999999,False
1,0,8,0,8,1,1.0,0,0,0.0,1.0,False
4,0,6,10,1,5,0.6,1,1,4.6,0.8,False
1,0,0,0,0,5,0.46666666700000003,0,0,5.0,0.8,False
1,0,1,1,0,2,0.75,0,0,12.0,0.5,True
1,0,0,2,0,5,0.46666666700000003,0,0,4.4,0.8,False
3,0,18,65,5,14,0.2,0,0,9.5,0.8571,False
0,2,8,26,3,1,0.4,0,0,12.375,1.875,False
1,0,8,9,3,5,0.333333333,0,0,33.28571429,0.7143,False
2,0,6,1,5,1,1.0,0,0,8.0,0.5,False
1,2,8,47,2,8,0.31168831199999997,0,0,7.363636363999999,1.0,False
3,0,3,1,1,1,0.666666667,1,1,5.5,0.5,False
1,0,2,0,1,8,0.4,0,0,17.0,1.5,False
3,0,6,0,1,5,0.333333333,2,6,8.6,1.0,False
1,0,7,0,1,3,0.5555555560000001,0,0,11.33333333,0.6667,False
2,0,16,36,9,10,0.185185185,1,1,7.615384615,0.9231,False
2,0,3,1,1,2,0.666666667,1,1,10.0,0.6667,True
1,0,33,122,6,8,0.244019139,0,0,45.0,3.25,True
1,0,29,99,4,12,0.202380952,0,0,36.2,2.2667,False
3,0,4,0,1,1,0.5555555560000001,1,1,7.333333333,0.6667,False
1,0,3,3,0,3,0.333333333,0,0,3.333333333,1.0,False
4,1,9,3,1,1,0.666666667,2,2,16.33333333,0.6667,False
1,0,3,8,1,5,0.3,0,0,10.2,1.0,False
6,0,13,29,1,8,0.242857143,0,0,16.8,0.9,False
1,0,7,3,0,3,0.533333333,0,0,36.66666667,0.6667,False
1,0,4,3,0,3,0.833333333,0,0,3.0,0.6667,False
4,0,6,19,1,7,0.47619047600000003,1,2,5.428571429,0.7143,False
1,0,14,78,3,11,0.274725275,0,0,21.84615385,2.0769,False
5,0,2,0,1,2,0.75,0,0,8.5,0.5,False
4,0,16,490,4,29,0.128205128,2,3,9.424242424,1.0606,False
2,0,14,305,5,21,0.214285714,1,3,6.923076922999999,0.8462,False
1,0,1,95,1,12,0.37777777799999995,0,0,5.933333332999999,0.9333,False
5,0,6,6,4,3,0.36,0,0,11.8,1.0,True
2,0,10,17,2,4,0.261904762,1,1,7.428571429,0.8571,False
1,0,5,0,2,1,1.0,0,0,0.0,1.0,False
3,0,10,0,2,1,0.4375,1,1,22.2,1.0,True
3,0,5,1,1,1,0.75,1,1,3.5,0.5,False
0,0,7,1,1,2,0.75,0,0,14.66666667,0.3333,False
1,0,179,91,174,14,0.23809523800000001,0,0,0.0,1.0,True
1,0,4,32,0,7,0.311111111,0,0,11.22222222,1.0,False
3,0,21,0,2,2,0.28125,1,1,33.0,0.8889,False
3,0,15,54,4,5,0.24242424199999998,0,0,18.83333333,1.75,True
1,0,4,1,1,2,1.0,0,0,3.5,0.5,False
3,0,11,128,5,14,0.190789474,2,5,14.5,1.5,False
1,0,0,1,0,1,0.5,0,0,10.0,1.0,False
2,0,7,9,3,6,0.444444444,1,20,4.5,0.8333,False
1,0,5,33,3,14,0.226190476,0,0,12.6,1.1333,True
3,0,2,4,2,4,0.625,1,3,7.5,0.75,False
3,0,6,0,4,4,0.4375,0,0,11.75,1.0,True
2,0,9,0,0,1,0.533333333,1,2,13.66666667,0.6667,False
2,0,4,0,0,4,0.444444444,1,1,12.16666667,1.1667,False
2,0,8,1,0,2,0.6,1,1,27.0,3.0,False
1,0,6,0,6,6,0.5,0,0,8.0,0.8333,True
2,12,24,31,19,6,0.26666666699999997,0,0,15.0,1.3,True
2,0,4,0,3,6,0.5,0,0,8.5,0.6667,True
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False
0,0,14,4,2,2,0.833333333,0,0,20.75,0.75,False
1,0,8,28,2,5,0.4166666670000001,0,0,8.375,1.125,False
3,0,6,0,1,2,0.6,0,0,10.5,0.5,False
1,0,5,3,2,3,0.7777777779999999,0,0,0.0,1.0,False
1,0,5,0,2,1,1.0,0,0,0.0,1.0,False
3,0,15,43,3,16,0.166666667,1,6,12.77777778,1.2222,False
3,0,18,126,4,14,0.16,1,1,13.55,1.05,False
3,0,7,0,2,2,0.6,0,0,11.0,0.5,False
1,0,15,3,13,3,0.666666667,0,0,0.0,1.0,False
2,0,4,4,3,2,0.444444444,1,1,22.0,0.5,False
1,0,274,0,273,1,1.0,0,0,0.0,1.0,False
4,0,7,10,1,5,0.46666666700000003,2,4,5.8,0.6,False
1,0,7,10,3,8,0.270833333,0,0,8.25,1.0,True
1,0,10,137,0,15,0.176470588,0,0,16.16666667,1.0556,False
1,0,16,562,12,35,0.21031746,0,0,6.1388888889999995,1.0833,False
1,0,18,61,3,10,0.1875,0,0,10.73333333,0.8667,False
1,0,3,6,0,2,1.0,1,2,22.25,0.75,False
1,0,6,105,6,13,0.28,0,0,33.6,1.5333,True
1,0,7,11,1,6,0.4166666670000001,0,0,3.333333333,0.8333,False
1,0,9,21,3,7,0.47619047600000003,0,0,4.0,0.8571,False
4,0,7,0,4,1,0.666666667,1,1,13.5,1.0,True
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False
1,0,23,1,23,2,1.0,0,0,0.0,1.0,False
1,0,20,0,1,7,0.457142857,0,0,62.875,2.375,False
1,0,10,73,0,10,0.30612244899999996,0,0,12.57142857,1.0714,False
1,0,11,1,0,2,0.75,0,0,22.0,0.5,False
1,0,0,6,0,5,0.46666666700000003,0,0,3.4,0.8,False
4,0,10,8,0,3,0.44,2,5,27.8,0.8,False
1,0,17,31,6,6,0.22794117600000002,0,0,37.05555556,2.1111,False
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False
2,0,12,21,3,4,0.2,1,1,14.63636364,1.0909,False
1,0,167,0,166,1,1.0,0,0,0.0,1.0,False
1,0,7,72,3,11,0.106060606,0,0,15.23076923,1.0769,False
2,0,9,85,3,14,0.303571429,1,20,4.714285714,0.9286,False
1,0,4,0,1,3,0.5555555560000001,0,0,7.666666667,0.6667,True
5,0,2,0,1,1,1.0,0,0,12.0,0.0,False
1,0,3,1,3,2,0.666666667,0,0,2.5,0.5,False
0,1,37,28,1,9,0.256944444,0,0,46.16666667,2.0833,False
2,0,7,0,3,1,1.0,0,0,11.0,0.0,False
1,0,22,0,22,1,1.0,0,0,0.0,1.0,False
1,0,4,0,3,6,0.444444444,0,0,6.5,0.8333,True
1,0,4,3,4,2,0.333333333,0,0,61.33333333,5.6667,False
2,0,8,3,1,2,0.75,0,0,13.66666667,0.3333,False
1,3,8,46,6,8,0.226190476,0,0,7.416666667,1.1667,False
1,0,2,0,1,4,0.4375,0,0,5.25,0.75,False
